customer_id,time_period,after,treatment_group,sales
59,9,0,control,5.46
291,9,0,control,0
788,9,0,treatment,9.04
490,9,0,control,6.96
457,9,0,control,0
192,9,0,control,0
689,9,0,treatment,0
656,9,0,treatment,0
391,9,0,control,1.24
358,9,0,control,9.92
93,9,0,control,0
60,9,0,control,8.71
292,9,0,control,5.83
789,9,0,treatment,0
491,9,0,control,6.43
458,9,0,control,1.4
193,9,0,control,0
690,9,0,treatment,5.46
657,9,0,treatment,9.1
392,9,0,control,5.61
359,9,0,control,0
94,9,0,control,0
61,9,0,control,0.23
293,9,0,control,2.91
790,9,0,treatment,0
492,9,0,control,0
459,9,0,control,2.78
194,9,0,control,10.2
691,9,0,treatment,7.14
658,9,0,treatment,0
393,9,0,control,0
360,9,0,control,5.58
95,9,0,control,0
62,9,0,control,4.93
294,9,0,control,6.84
791,9,0,treatment,2.88
493,9,0,control,2.18
460,9,0,control,6.88
195,9,0,control,6.78
692,9,0,treatment,0
659,9,0,treatment,0
394,9,0,control,4.87
361,9,0,control,3.38
96,9,0,control,6.69
63,9,0,control,0
295,9,0,control,1.93
792,9,0,treatment,10.1
494,9,0,control,1.88
461,9,0,control,0
196,9,0,control,6.29
693,9,0,treatment,0
660,9,0,treatment,3.78
395,9,0,control,0
362,9,0,control,0
97,9,0,control,3.58
64,9,0,control,12.12
296,9,0,control,7.61
793,9,0,treatment,0
495,9,0,control,1.3
462,9,0,control,0
197,9,0,control,0
694,9,0,treatment,0
661,9,0,treatment,5.62
396,9,0,control,6.08
363,9,0,control,0
98,9,0,control,0
65,9,0,control,2.54
297,9,0,control,0
794,9,0,treatment,2.33
496,9,0,control,0.47
463,9,0,control,0
198,9,0,control,0
695,9,0,treatment,1.01
662,9,0,treatment,3.24
397,9,0,control,2.91
364,9,0,control,0.41
99,9,0,control,4.84
66,9,0,control,0
298,9,0,control,0
795,9,0,treatment,6.58
497,9,0,control,0
464,9,0,control,0
199,9,0,control,0
696,9,0,treatment,0
663,9,0,treatment,0
398,9,0,control,0.37
365,9,0,control,0
100,9,0,control,9.33
67,9,0,control,0
299,9,0,control,6.96
796,9,0,treatment,3.11
1,9,0,control,4.34
465,9,0,control,6.67
995,9,0,treatment,0
800,9,0,treatment,7.4
664,9,0,treatment,5.84
399,9,0,control,12.55
366,9,0,control,6.09
101,9,0,control,0
68,9,0,control,0
300,9,0,control,8.05
797,9,0,treatment,3.18
2,9,0,control,0
466,9,0,control,0
996,9,0,treatment,0
801,9,0,treatment,11.41
665,9,0,treatment,3.81
400,9,0,control,0
367,9,0,control,2.72
102,9,0,control,0
69,9,0,control,0
301,9,0,control,0
798,9,0,treatment,0
3,9,0,control,1.22
467,9,0,control,0
997,9,0,treatment,0.02
802,9,0,treatment,0
666,9,0,treatment,6.91
401,9,0,control,7.9
368,9,0,control,0
103,9,0,control,3.84
70,9,0,control,4.81
302,9,0,control,0
799,9,0,treatment,10.74
4,9,0,control,2.65
468,9,0,control,0
998,9,0,treatment,0
803,9,0,treatment,0.38
667,9,0,treatment,1.36
402,9,0,control,4.94
369,9,0,control,0.97
104,9,0,control,2.81
71,9,0,control,4.44
303,9,0,control,7.22
903,9,0,treatment,6.39
5,9,0,control,0.26
469,9,0,control,0
999,9,0,treatment,0
804,9,0,treatment,3.87
668,9,0,treatment,0
403,9,0,control,0.53
370,9,0,control,0.16
105,9,0,control,2.7
72,9,0,control,7.91
304,9,0,control,0
904,9,0,treatment,0.97
6,9,0,control,0
470,9,0,control,0
1000,9,0,treatment,7.33
805,9,0,treatment,0
967,9,0,treatment,7.25
934,9,0,treatment,5.84
901,9,0,treatment,3.23
809,9,0,treatment,0
868,9,0,treatment,3.93
835,9,0,treatment,4.81
905,9,0,treatment,8.49
813,9,0,treatment,0
872,9,0,treatment,0
839,9,0,treatment,0
806,9,0,treatment,3.99
968,9,0,treatment,1.72
935,9,0,treatment,2.94
902,9,0,treatment,5.07
810,9,0,treatment,10.3
869,9,0,treatment,11.21
836,9,0,treatment,0
906,9,0,treatment,2.7
814,9,0,treatment,8.65
873,9,0,treatment,7.65
840,9,0,treatment,0
807,9,0,treatment,0
969,9,0,treatment,0
936,9,0,treatment,4.22
844,9,0,treatment,0
811,9,0,treatment,0.88
870,9,0,treatment,0
837,9,0,treatment,1.31
907,9,0,treatment,2.2
815,9,0,treatment,3
874,9,0,treatment,3.67
841,9,0,treatment,4.16
808,9,0,treatment,0
970,9,0,treatment,4.03
937,9,0,treatment,2.84
845,9,0,treatment,11.29
812,9,0,treatment,4.94
871,9,0,treatment,0.94
838,9,0,treatment,3.71
908,9,0,treatment,1.9
816,9,0,treatment,3.99
875,9,0,treatment,0
842,9,0,treatment,0
912,9,0,treatment,0
971,9,0,treatment,10.52
938,9,0,treatment,0
846,9,0,treatment,0
916,9,0,treatment,3.47
975,9,0,treatment,3.52
942,9,0,treatment,0
909,9,0,treatment,5.4
817,9,0,treatment,4.23
876,9,0,treatment,6.31
843,9,0,treatment,0
913,9,0,treatment,0.66
972,9,0,treatment,1.24
939,9,0,treatment,2.83
847,9,0,treatment,4.92
917,9,0,treatment,5.11
976,9,0,treatment,0
943,9,0,treatment,4.47
910,9,0,treatment,0
818,9,0,treatment,5.08
877,9,0,treatment,0
947,9,0,treatment,4.45
914,9,0,treatment,0
973,9,0,treatment,0
940,9,0,treatment,0
848,9,0,treatment,1.72
918,9,0,treatment,6.83
977,9,0,treatment,7.24
944,9,0,treatment,5.06
911,9,0,treatment,0
819,9,0,treatment,6.2
878,9,0,treatment,0
948,9,0,treatment,9.69
915,9,0,treatment,4.44
974,9,0,treatment,6.86
941,9,0,treatment,0
849,9,0,treatment,0.96
919,9,0,treatment,4
978,9,0,treatment,4.93
945,9,0,treatment,7.78
853,9,0,treatment,3.99
820,9,0,treatment,0
879,9,0,treatment,5.24
949,9,0,treatment,14.72
857,9,0,treatment,0
824,9,0,treatment,3.42
883,9,0,treatment,1.44
850,9,0,treatment,0
920,9,0,treatment,8.83
979,9,0,treatment,8.5
946,9,0,treatment,0
854,9,0,treatment,15.64
821,9,0,treatment,0
880,9,0,treatment,0
950,9,0,treatment,0
858,9,0,treatment,0
825,9,0,treatment,3.24
884,9,0,treatment,2.62
851,9,0,treatment,0
921,9,0,treatment,0
980,9,0,treatment,3.72
888,9,0,treatment,8.88
855,9,0,treatment,9.67
822,9,0,treatment,0.32
881,9,0,treatment,2.72
951,9,0,treatment,9.45
859,9,0,treatment,6.18
826,9,0,treatment,3.3
885,9,0,treatment,0
852,9,0,treatment,15.69
922,9,0,treatment,1.56
981,9,0,treatment,0
889,9,0,treatment,5.29
856,9,0,treatment,9.74
823,9,0,treatment,0
882,9,0,treatment,0
952,9,0,treatment,6
860,9,0,treatment,5.47
827,9,0,treatment,5.72
886,9,0,treatment,13.14
956,9,0,treatment,14.04
923,9,0,treatment,0
982,9,0,treatment,11.53
890,9,0,treatment,0.5
960,9,0,treatment,0
927,9,0,treatment,7.49
986,9,0,treatment,0
953,9,0,treatment,4.96
861,9,0,treatment,0
828,9,0,treatment,1.87
887,9,0,treatment,0
957,9,0,treatment,4.46
924,9,0,treatment,5.78
983,9,0,treatment,13.7
891,9,0,treatment,0
961,9,0,treatment,0
928,9,0,treatment,5.4
987,9,0,treatment,7.22
954,9,0,treatment,8.55
862,9,0,treatment,0
829,9,0,treatment,5.61
991,9,0,treatment,0.07
958,9,0,treatment,3.45
925,9,0,treatment,2.5
984,9,0,treatment,3.85
892,9,0,treatment,6.5
962,9,0,treatment,3.51
929,9,0,treatment,0
988,9,0,treatment,8.36
955,9,0,treatment,2.24
863,9,0,treatment,2.94
830,9,0,treatment,0
992,9,0,treatment,1.82
959,9,0,treatment,4.8
926,9,0,treatment,4.99
985,9,0,treatment,0
893,9,0,treatment,12.79
963,9,0,treatment,1.26
930,9,0,treatment,5.6
989,9,0,treatment,8.98
897,9,0,treatment,2.89
864,9,0,treatment,9.1
831,9,0,treatment,1.26
993,9,0,treatment,0
966,9,0,treatment,4.74
895,9,0,treatment,0.36
965,9,0,treatment,2.75
894,9,0,treatment,0
964,9,0,treatment,0
931,9,0,treatment,7.45
990,9,0,treatment,7.58
898,9,0,treatment,5.47
865,9,0,treatment,6.75
832,9,0,treatment,0.24
994,9,0,treatment,1.39
866,9,0,treatment,0
896,9,0,treatment,0.49
867,9,0,treatment,0.69
933,9,0,treatment,1.32
834,9,0,treatment,4.98
932,9,0,treatment,5.91
900,9,0,treatment,4.72
899,9,0,treatment,2.96
833,9,0,treatment,0
803,10,0,treatment,0
802,10,0,treatment,0
804,10,0,treatment,2.2
504,10,0,treatment,1.58
506,10,0,treatment,0
999,10,0,treatment,0
505,10,0,treatment,0
539,10,0,treatment,3.54
996,10,0,treatment,0
538,10,0,treatment,0
995,10,0,treatment,0
537,10,0,treatment,6.14
1000,10,0,treatment,8.12
805,10,0,treatment,0
540,10,0,treatment,0.93
507,10,0,treatment,0
901,10,0,treatment,0.57
809,10,0,treatment,0
544,10,0,treatment,3.53
997,10,0,treatment,0
905,10,0,treatment,6.87
813,10,0,treatment,0
548,10,0,treatment,4.1
736,10,0,treatment,3.62
806,10,0,treatment,3.32
541,10,0,treatment,0.53
508,10,0,treatment,0
902,10,0,treatment,2.17
810,10,0,treatment,5.07
545,10,0,treatment,4.59
998,10,0,treatment,0
906,10,0,treatment,0.19
814,10,0,treatment,6.72
549,10,0,treatment,3.43
737,10,0,treatment,2.68
807,10,0,treatment,0
542,10,0,treatment,0.16
509,10,0,treatment,5
903,10,0,treatment,6.23
811,10,0,treatment,0
546,10,0,treatment,5.56
513,10,0,treatment,1.23
907,10,0,treatment,1.22
815,10,0,treatment,3.98
550,10,0,treatment,6.28
738,10,0,treatment,0
808,10,0,treatment,0
543,10,0,treatment,0.81
510,10,0,treatment,0
904,10,0,treatment,0
812,10,0,treatment,2.16
547,10,0,treatment,0
514,10,0,treatment,1.36
908,10,0,treatment,0
816,10,0,treatment,2.68
551,10,0,treatment,2.72
739,10,0,treatment,0
912,10,0,treatment,0
820,10,0,treatment,0
511,10,0,treatment,0
743,10,0,treatment,10.77
916,10,0,treatment,2.63
824,10,0,treatment,1.47
515,10,0,treatment,0
909,10,0,treatment,1.86
817,10,0,treatment,3.37
552,10,0,treatment,11.71
740,10,0,treatment,0
913,10,0,treatment,0.38
821,10,0,treatment,0
512,10,0,treatment,0
744,10,0,treatment,1.61
917,10,0,treatment,4.73
825,10,0,treatment,2.79
516,10,0,treatment,3.36
910,10,0,treatment,0
818,10,0,treatment,1.66
553,10,0,treatment,0
741,10,0,treatment,0
914,10,0,treatment,0
822,10,0,treatment,0
557,10,0,treatment,9.34
745,10,0,treatment,7.26
918,10,0,treatment,4.37
826,10,0,treatment,0.49
517,10,0,treatment,0
911,10,0,treatment,0
819,10,0,treatment,3.39
554,10,0,treatment,0
742,10,0,treatment,0
915,10,0,treatment,0.26
823,10,0,treatment,0
558,10,0,treatment,1.02
746,10,0,treatment,7.45
919,10,0,treatment,1.66
827,10,0,treatment,3.13
518,10,0,treatment,0
750,10,0,treatment,3.85
923,10,0,treatment,0
555,10,0,treatment,9.59
522,10,0,treatment,7.95
754,10,0,treatment,0
927,10,0,treatment,7.37
559,10,0,treatment,0
747,10,0,treatment,4.46
920,10,0,treatment,8.99
828,10,0,treatment,2.59
519,10,0,treatment,1.74
751,10,0,treatment,0.06
924,10,0,treatment,4.47
556,10,0,treatment,0
523,10,0,treatment,0
755,10,0,treatment,0.26
928,10,0,treatment,1.66
560,10,0,treatment,0
748,10,0,treatment,1.82
921,10,0,treatment,0
829,10,0,treatment,3
520,10,0,treatment,2.23
752,10,0,treatment,0
925,10,0,treatment,0
730,10,0,treatment,7.56
524,10,0,treatment,7.12
756,10,0,treatment,0
929,10,0,treatment,0
561,10,0,treatment,0.97
749,10,0,treatment,0
922,10,0,treatment,2.19
830,10,0,treatment,0
521,10,0,treatment,0
753,10,0,treatment,3.01
926,10,0,treatment,2.96
731,10,0,treatment,0
525,10,0,treatment,3.08
757,10,0,treatment,0
930,10,0,treatment,4.41
562,10,0,treatment,1.35
529,10,0,treatment,1.88
761,10,0,treatment,0
831,10,0,treatment,0
566,10,0,treatment,0
533,10,0,treatment,2.5
765,10,0,treatment,9.22
732,10,0,treatment,3.28
526,10,0,treatment,6.07
758,10,0,treatment,0
931,10,0,treatment,6.64
563,10,0,treatment,0
530,10,0,treatment,1.95
762,10,0,treatment,1.03
832,10,0,treatment,0
567,10,0,treatment,0.73
534,10,0,treatment,2.37
766,10,0,treatment,0
733,10,0,treatment,1.63
527,10,0,treatment,0
759,10,0,treatment,0
932,10,0,treatment,1.95
564,10,0,treatment,9.34
531,10,0,treatment,0
763,10,0,treatment,0
833,10,0,treatment,0
568,10,0,treatment,0
535,10,0,treatment,0.76
767,10,0,treatment,7.06
734,10,0,treatment,5.46
528,10,0,treatment,5.57
760,10,0,treatment,0
933,10,0,treatment,1.18
565,10,0,treatment,0
532,10,0,treatment,0
764,10,0,treatment,0
834,10,0,treatment,1.84
569,10,0,treatment,1.24
536,10,0,treatment,2.34
768,10,0,treatment,2.83
735,10,0,treatment,0
702,10,0,treatment,0
967,10,0,treatment,4.52
934,10,0,treatment,0.65
139,10,0,control,1.91
106,10,0,control,3.84
603,10,0,treatment,0
835,10,0,treatment,3.57
570,10,0,treatment,3.07
305,10,0,control,1.23
769,10,0,treatment,0
7,10,0,control,0
703,10,0,treatment,0
968,10,0,treatment,0
935,10,0,treatment,2.85
140,10,0,control,16.08
107,10,0,control,2.33
604,10,0,treatment,1.38
836,10,0,treatment,0
571,10,0,treatment,0
306,10,0,control,0
770,10,0,treatment,0
8,10,0,control,0
704,10,0,treatment,3.88
969,10,0,treatment,0
936,10,0,treatment,2.8
141,10,0,control,0
108,10,0,control,0
605,10,0,treatment,7.2
837,10,0,treatment,0
572,10,0,treatment,0
307,10,0,control,4.64
771,10,0,treatment,6.68
9,10,0,control,0
705,10,0,treatment,1.46
970,10,0,treatment,0
937,10,0,treatment,0.45
142,10,0,control,0
109,10,0,control,2.06
606,10,0,treatment,0
838,10,0,treatment,1.64
573,10,0,treatment,0
308,10,0,control,0.98
772,10,0,treatment,2.23
10,10,0,control,3.4
706,10,0,treatment,6.94
971,10,0,treatment,6.66
938,10,0,treatment,0
143,10,0,control,0
110,10,0,control,0
607,10,0,treatment,0
839,10,0,treatment,0
574,10,0,treatment,0
309,10,0,control,0
773,10,0,treatment,2.09
11,10,0,control,0
707,10,0,treatment,0
972,10,0,treatment,0
939,10,0,treatment,0.35
144,10,0,control,3.78
111,10,0,control,1.48
608,10,0,treatment,0.31
840,10,0,treatment,0
575,10,0,treatment,0
310,10,0,control,0
774,10,0,treatment,3.4
12,10,0,control,0
708,10,0,treatment,0.39
973,10,0,treatment,0
940,10,0,treatment,0
145,10,0,control,0
112,10,0,control,0
609,10,0,treatment,0
841,10,0,treatment,1.32
576,10,0,treatment,1.49
311,10,0,control,2.09
775,10,0,treatment,0
13,10,0,control,0
709,10,0,treatment,1.42
974,10,0,treatment,5.7
941,10,0,treatment,0
146,10,0,control,0
113,10,0,control,0
610,10,0,treatment,13.26
842,10,0,treatment,0
577,10,0,treatment,0
312,10,0,control,0
776,10,0,treatment,0
14,10,0,control,0
710,10,0,treatment,7.3
975,10,0,treatment,3.71
942,10,0,treatment,0
147,10,0,control,1.44
114,10,0,control,3.43
611,10,0,treatment,0
843,10,0,treatment,0
578,10,0,treatment,1.97
313,10,0,control,0
777,10,0,treatment,6.99
15,10,0,control,6.56
711,10,0,treatment,0
976,10,0,treatment,0
943,10,0,treatment,0.82
148,10,0,control,7.38
115,10,0,control,0
612,10,0,treatment,0.28
844,10,0,treatment,0
579,10,0,treatment,0
314,10,0,control,4.09
778,10,0,treatment,1.47
16,10,0,control,0
712,10,0,treatment,0
977,10,0,treatment,5.25
944,10,0,treatment,3.25
149,10,0,control,8.41
116,10,0,control,2.61
613,10,0,treatment,1.53
845,10,0,treatment,7.73
580,10,0,treatment,0
315,10,0,control,0
779,10,0,treatment,0.6
17,10,0,control,0.61
713,10,0,treatment,10.84
978,10,0,treatment,3.5
945,10,0,treatment,4.53
150,10,0,control,0
117,10,0,control,1.96
614,10,0,treatment,0
846,10,0,treatment,0
581,10,0,treatment,3.48
316,10,0,control,0.56
780,10,0,treatment,0
18,10,0,control,0
714,10,0,treatment,0
979,10,0,treatment,4.8
946,10,0,treatment,0
151,10,0,control,0
118,10,0,control,0
615,10,0,treatment,10.67
847,10,0,treatment,3.46
582,10,0,treatment,4.62
317,10,0,control,4.79
781,10,0,treatment,1.25
19,10,0,control,3.07
715,10,0,treatment,0
980,10,0,treatment,0.46
947,10,0,treatment,3.65
152,10,0,control,0
119,10,0,control,2.58
616,10,0,treatment,8.39
848,10,0,treatment,0.31
583,10,0,treatment,14.56
318,10,0,control,0
782,10,0,treatment,0
20,10,0,control,0
716,10,0,treatment,0
981,10,0,treatment,0
948,10,0,treatment,7.19
153,10,0,control,1.71
120,10,0,control,6.31
617,10,0,treatment,1.92
849,10,0,treatment,0
584,10,0,treatment,0
319,10,0,control,6.17
783,10,0,treatment,3.14
21,10,0,control,0
717,10,0,treatment,0
982,10,0,treatment,10.32
949,10,0,treatment,12.45
154,10,0,control,5.31
121,10,0,control,0
618,10,0,treatment,11.78
850,10,0,treatment,0
585,10,0,treatment,0.96
320,10,0,control,0
784,10,0,treatment,0
22,10,0,control,4.61
718,10,0,treatment,0
983,10,0,treatment,13.95
950,10,0,treatment,0
155,10,0,control,0
122,10,0,control,1.26
619,10,0,treatment,0
851,10,0,treatment,0
586,10,0,treatment,0.23
321,10,0,control,0
785,10,0,treatment,6.59
23,10,0,control,0
719,10,0,treatment,4.41
984,10,0,treatment,1.04
951,10,0,treatment,5.99
156,10,0,control,1.01
123,10,0,control,0.26
620,10,0,treatment,0
852,10,0,treatment,13.02
587,10,0,treatment,2.43
322,10,0,control,13.41
786,10,0,treatment,0
24,10,0,control,1.07
720,10,0,treatment,3.95
985,10,0,treatment,0
952,10,0,treatment,4.11
157,10,0,control,0
124,10,0,control,5.82
621,10,0,treatment,4.64
853,10,0,treatment,4.43
588,10,0,treatment,0
323,10,0,control,0.24
787,10,0,treatment,0
25,10,0,control,0
721,10,0,treatment,8.41
986,10,0,treatment,0
953,10,0,treatment,4.09
158,10,0,control,0
125,10,0,control,0
622,10,0,treatment,2.34
854,10,0,treatment,12.21
589,10,0,treatment,0
324,10,0,control,12.38
788,10,0,treatment,7.21
26,10,0,control,0
722,10,0,treatment,5.33
987,10,0,treatment,7.31
954,10,0,treatment,6.13
159,10,0,control,0
126,10,0,control,0.54
623,10,0,treatment,1.2
855,10,0,treatment,8.27
590,10,0,treatment,0
325,10,0,control,5.39
789,10,0,treatment,0
27,10,0,control,0
723,10,0,treatment,0.97
988,10,0,treatment,4.97
955,10,0,treatment,0
160,10,0,control,5.04
127,10,0,control,1.53
624,10,0,treatment,1.4
856,10,0,treatment,5.6
591,10,0,treatment,5.29
326,10,0,control,2.78
790,10,0,treatment,0
28,10,0,control,0
724,10,0,treatment,0
989,10,0,treatment,6.08
956,10,0,treatment,11.35
161,10,0,control,4.05
128,10,0,control,0.76
625,10,0,treatment,0
857,10,0,treatment,0
592,10,0,treatment,0.5
327,10,0,control,0
791,10,0,treatment,1.81
29,10,0,control,5.22
725,10,0,treatment,2.26
990,10,0,treatment,5.71
957,10,0,treatment,1.6
162,10,0,control,0
129,10,0,control,0.05
626,10,0,treatment,0
858,10,0,treatment,0
593,10,0,treatment,1.42
328,10,0,control,0
792,10,0,treatment,8.4
30,10,0,control,0
726,10,0,treatment,0
991,10,0,treatment,0
958,10,0,treatment,3.86
163,10,0,control,0
130,10,0,control,0
627,10,0,treatment,4.83
859,10,0,treatment,3.49
594,10,0,treatment,2.17
329,10,0,control,11.76
793,10,0,treatment,0
31,10,0,control,0
727,10,0,treatment,5.36
992,10,0,treatment,0.86
959,10,0,treatment,4.81
164,10,0,control,0.59
131,10,0,control,0
628,10,0,treatment,2.68
860,10,0,treatment,2.41
595,10,0,treatment,0
330,10,0,control,0
794,10,0,treatment,0
32,10,0,control,0
728,10,0,treatment,0.42
993,10,0,treatment,0
960,10,0,treatment,0
165,10,0,control,5.49
132,10,0,control,2.6
629,10,0,treatment,0
861,10,0,treatment,0
596,10,0,treatment,0
331,10,0,control,0.63
795,10,0,treatment,2.21
33,10,0,control,1.09
729,10,0,treatment,0
994,10,0,treatment,0
961,10,0,treatment,0
166,10,0,control,0
133,10,0,control,0
630,10,0,treatment,5.77
862,10,0,treatment,0
597,10,0,treatment,6.03
332,10,0,control,0
796,10,0,treatment,3.29
34,10,0,control,3.8
498,10,0,control,0
233,10,0,control,0
962,10,0,treatment,0.76
167,10,0,control,0
134,10,0,control,0.83
631,10,0,treatment,7.32
863,10,0,treatment,0.65
598,10,0,treatment,2.52
333,10,0,control,3.13
797,10,0,treatment,3.54
35,10,0,control,0
499,10,0,control,0
234,10,0,control,5.58
963,10,0,treatment,0.34
168,10,0,control,0
135,10,0,control,0
632,10,0,treatment,0
864,10,0,treatment,6.1
599,10,0,treatment,8.28
334,10,0,control,0
798,10,0,treatment,0
36,10,0,control,0
500,10,0,control,1.49
235,10,0,control,0
964,10,0,treatment,0
169,10,0,control,8.95
136,10,0,control,0
633,10,0,treatment,0
865,10,0,treatment,6.6
600,10,0,treatment,1.17
335,10,0,control,0
799,10,0,treatment,6.88
37,10,0,control,0
501,10,0,treatment,2.04
236,10,0,control,0.95
965,10,0,treatment,4.24
170,10,0,control,0.13
137,10,0,control,0
634,10,0,treatment,0
866,10,0,treatment,0
601,10,0,treatment,3.17
336,10,0,control,1.65
800,10,0,treatment,6.22
38,10,0,control,0
502,10,0,treatment,0
237,10,0,control,2.21
966,10,0,treatment,2.57
171,10,0,control,0
138,10,0,control,4.25
635,10,0,treatment,0
867,10,0,treatment,0
602,10,0,treatment,0
337,10,0,control,0
801,10,0,treatment,10.97
39,10,0,control,0
503,10,0,treatment,2.52
238,10,0,control,1.67
205,10,0,control,0
172,10,0,control,0
669,10,0,treatment,6.21
636,10,0,treatment,0
868,10,0,treatment,1.4
371,10,0,control,5.07
338,10,0,control,4.74
73,10,0,control,6.94
40,10,0,control,2.59
272,10,0,control,0.86
239,10,0,control,0
206,10,0,control,0
173,10,0,control,0.62
670,10,0,treatment,3.04
637,10,0,treatment,0
869,10,0,treatment,4.99
372,10,0,control,2.9
339,10,0,control,0.47
74,10,0,control,0
41,10,0,control,0
273,10,0,control,0
240,10,0,control,0
207,10,0,control,0
174,10,0,control,10.87
671,10,0,treatment,0
638,10,0,treatment,0.2
870,10,0,treatment,0
373,10,0,control,0
340,10,0,control,3.87
75,10,0,control,0
42,10,0,control,8.39
274,10,0,control,1.13
241,10,0,control,0
208,10,0,control,5.1
175,10,0,control,5.11
672,10,0,treatment,1.28
639,10,0,treatment,0.13
871,10,0,treatment,0.1
374,10,0,control,0
341,10,0,control,5.36
76,10,0,control,0
43,10,0,control,8.05
275,10,0,control,0
242,10,0,control,1.7
209,10,0,control,0
176,10,0,control,0
673,10,0,treatment,0
640,10,0,treatment,0.66
872,10,0,treatment,0
375,10,0,control,6.33
342,10,0,control,5.41
77,10,0,control,7.52
44,10,0,control,2.96
276,10,0,control,0
243,10,0,control,0
210,10,0,control,1.87
177,10,0,control,1.17
674,10,0,treatment,6.13
641,10,0,treatment,0
873,10,0,treatment,6.04
376,10,0,control,5.43
343,10,0,control,7.5
78,10,0,control,2.76
45,10,0,control,5.98
277,10,0,control,2.4
244,10,0,control,0
211,10,0,control,0
178,10,0,control,0
675,10,0,treatment,4.01
642,10,0,treatment,2.67
874,10,0,treatment,0.78
377,10,0,control,0
344,10,0,control,2.23
79,10,0,control,1.28
46,10,0,control,1.02
278,10,0,control,0
245,10,0,control,0.24
212,10,0,control,0
179,10,0,control,0
676,10,0,treatment,2.69
643,10,0,treatment,0
875,10,0,treatment,0
378,10,0,control,6.14
345,10,0,control,0
80,10,0,control,0
47,10,0,control,0
279,10,0,control,4.69
246,10,0,control,4.57
213,10,0,control,2.62
180,10,0,control,2.42
677,10,0,treatment,3.52
644,10,0,treatment,1.72
876,10,0,treatment,3.54
379,10,0,control,0
346,10,0,control,3.94
81,10,0,control,8.29
48,10,0,control,3.08
280,10,0,control,9.22
247,10,0,control,2.8
214,10,0,control,0
181,10,0,control,7.82
678,10,0,treatment,0
645,10,0,treatment,0
877,10,0,treatment,0
380,10,0,control,0
347,10,0,control,8.51
82,10,0,control,0.86
49,10,0,control,1.32
281,10,0,control,1.92
248,10,0,control,0.85
215,10,0,control,0
182,10,0,control,0
679,10,0,treatment,0
646,10,0,treatment,0
878,10,0,treatment,0
381,10,0,control,0
348,10,0,control,0
83,10,0,control,0
50,10,0,control,7.49
282,10,0,control,3.03
249,10,0,control,0
216,10,0,control,4.92
183,10,0,control,3.59
680,10,0,treatment,3.53
647,10,0,treatment,3.66
879,10,0,treatment,4.19
382,10,0,control,2.32
349,10,0,control,0.9
84,10,0,control,0.35
51,10,0,control,0
283,10,0,control,0
250,10,0,control,3.21
217,10,0,control,3.86
184,10,0,control,0
681,10,0,treatment,0
648,10,0,treatment,0
880,10,0,treatment,0
383,10,0,control,0
350,10,0,control,0
85,10,0,control,0
52,10,0,control,0
284,10,0,control,2.59
251,10,0,control,0
218,10,0,control,0
185,10,0,control,1.17
682,10,0,treatment,0
649,10,0,treatment,4.74
881,10,0,treatment,0
384,10,0,control,0
351,10,0,control,0
86,10,0,control,0
53,10,0,control,3.37
285,10,0,control,0
252,10,0,control,0.42
219,10,0,control,0
186,10,0,control,8.92
683,10,0,treatment,1.11
650,10,0,treatment,3.61
882,10,0,treatment,0
385,10,0,control,1.59
352,10,0,control,8.59
87,10,0,control,1.03
54,10,0,control,0
286,10,0,control,1.88
253,10,0,control,0
220,10,0,control,0
187,10,0,control,0.34
684,10,0,treatment,0
651,10,0,treatment,0
883,10,0,treatment,2.71
386,10,0,control,3.15
353,10,0,control,1.58
88,10,0,control,0
55,10,0,control,0
287,10,0,control,0
254,10,0,control,0
221,10,0,control,0
188,10,0,control,0
685,10,0,treatment,9.09
652,10,0,treatment,0
884,10,0,treatment,0.78
387,10,0,control,5.48
354,10,0,control,0.68
89,10,0,control,0
56,10,0,control,2.96
288,10,0,control,0
255,10,0,control,0
222,10,0,control,4.69
189,10,0,control,0
686,10,0,treatment,0
653,10,0,treatment,0
885,10,0,treatment,0
388,10,0,control,2.56
355,10,0,control,0
90,10,0,control,5.07
57,10,0,control,5.93
289,10,0,control,0
256,10,0,control,1.71
223,10,0,control,0
190,10,0,control,0
687,10,0,treatment,6.19
654,10,0,treatment,5.51
886,10,0,treatment,12.14
389,10,0,control,7.46
356,10,0,control,4.63
91,10,0,control,0
58,10,0,control,0
290,10,0,control,1.08
257,10,0,control,0
224,10,0,control,0
191,10,0,control,0
688,10,0,treatment,2.83
655,10,0,treatment,0
887,10,0,treatment,0
390,10,0,control,0.16
357,10,0,control,0
92,10,0,control,5.34
59,10,0,control,5.74
291,10,0,control,0
258,10,0,control,0
225,10,0,control,0
192,10,0,control,0
689,10,0,treatment,0
656,10,0,treatment,0
888,10,0,treatment,7.73
391,10,0,control,0
358,10,0,control,7.06
93,10,0,control,0
60,10,0,control,5.25
292,10,0,control,5.75
259,10,0,control,1.19
226,10,0,control,1.24
193,10,0,control,0
690,10,0,treatment,1.4
657,10,0,treatment,5.69
889,10,0,treatment,3.58
392,10,0,control,3.68
359,10,0,control,0
94,10,0,control,0
61,10,0,control,0
293,10,0,control,0.85
260,10,0,control,0
227,10,0,control,0
194,10,0,control,5.28
691,10,0,treatment,4.5
658,10,0,treatment,0
890,10,0,treatment,0
393,10,0,control,0
360,10,0,control,1.75
95,10,0,control,0
62,10,0,control,4.25
